X_id,operator_registration_number,postal_code,ward_number,ward_name
1713628,STR-2207-FLGVHB,M6J,9,Davenport
1713629,STR-2207-FTMVHC,M1V,23,Scarborough North
1713630,STR-2207-GBTVHD,M6H,9,Davenport
1713631,STR-2207-GJZVHF,M4W,11,University-Rosedale
1713632,STR-2207-GZMVHH,M6J,11,University-Rosedale
1713633,STR-2207-HHTVHJ,M4J,14,Toronto-Danforth
1713634,STR-2207-HQZVHK,M9A,2,Etobicoke Centre
1713635,STR-2207-HYGVHL,M5J,10,Spadina-Fort York
1713636,STR-2207-JGMVHM,M6G,11,University-Rosedale
1713637,STR-2207-FDSPHB,M5T,10,Spadina-Fort York
1713638,STR-2207-FLYPHC,M5V,10,Spadina-Fort York
1713639,STR-2207-FVFPHD,M6H,9,Davenport
1713640,STR-2207-GCLPHF,M5V,10,Spadina-Fort York
1713641,STR-2207-GKSPHG,M5V,10,Spadina-Fort York
1713642,STR-2207-GSYPHH,M6K,4,Parkdale-High Park
1713643,STR-2207-HBFPHJ,M1L,20,Scarborough Southwest
1713644,STR-2207-HJLPHK,M5R,11,University-Rosedale
1713645,STR-2207-FFJBHB,M6E,12,Toronto-St. Paul's
1713646,STR-2207-FMQBHC,M2J,17,Don Valley North
1713647,STR-2207-FVWBHD,M1L,20,Scarborough Southwest
1713648,STR-2207-GDCBHF,M9C,2,Etobicoke Centre
1713649,STR-2207-GLJBHG,M6J,10,Spadina-Fort York
1713650,STR-2207-HBWBHJ,M9B,2,Etobicoke Centre
1713651,STR-2207-HKCBHK,M5V,10,Spadina-Fort York
1713652,STR-2207-HSJBHL,M6G,11,University-Rosedale
1713653,STR-2207-HZQBHM,M6J,11,University-Rosedale
1713654,STR-2207-FFYPHB,M5J,10,Spadina-Fort York
1713655,STR-2207-FWLPHD,M5V,10,Spadina-Fort York
1713656,STR-2207-GDSPHF,M5V,10,Spadina-Fort York
1713657,STR-2207-GLYPHG,M4C,19,Beaches-East York
1713658,STR-2207-GVFPHH,M5J,10,Spadina-Fort York
1713659,STR-2207-HCLPHJ,M5J,10,Spadina-Fort York
1713660,STR-2207-HKSPHK,M5J,10,Spadina-Fort York
1713661,STR-2207-HSYPHL,M9C,2,Etobicoke Centre
1713662,STR-2207-JBFPHM,M8V,3,Etobicoke-Lakeshore
1713663,STR-2207-FGQBHB,M4J,14,Toronto-Danforth
1713664,STR-2207-FPWBHC,M5T,10,Spadina-Fort York
1713665,STR-2207-FXCBHD,M6P,4,Parkdale-High Park
1713666,STR-2207-GFJBHF,M5V,10,Spadina-Fort York
1713667,STR-2207-GMQBHG,M4P,12,Toronto-St. Paul's
1713668,STR-2207-GVWBHH,M3J,6,York Centre
1713669,STR-2207-HDCBHJ,M1E,25,Scarborough-Rouge Park
1713670,STR-2207-HLJBHK,M6P,4,Parkdale-High Park
1713671,STR-2207-HTQBHL,M1B,25,Scarborough-Rouge Park
1713672,STR-2207-JBWBHM,M6J,10,Spadina-Fort York
1713673,STR-2207-FHFPHB,M5V,10,Spadina-Fort York
1713674,STR-2207-FQLPHC,M1V,23,Scarborough North
1713675,STR-2207-GWLPHH,M6E,9,Davenport
1713676,STR-2207-HDSPHJ,M8Y,3,Etobicoke-Lakeshore
1713677,STR-2207-HVFPHL,M6J,9,Davenport
1713678,STR-2207-JCLPHM,M5V,10,Spadina-Fort York
1713679,STR-2207-FHWBHB,M4X,13,Toronto Centre
1713680,STR-2207-FRCBHC,M5V,10,Spadina-Fort York
1713681,STR-2207-GGQBHF,M4M,14,Toronto-Danforth
1713682,STR-2207-GPWBHG,M5S,11,University-Rosedale
1713683,STR-2207-GXCBHH,M8V,3,Etobicoke-Lakeshore
1713684,STR-2207-HFJBHJ,M4M,14,Toronto-Danforth
1713685,STR-2207-HVWBHL,M2K,17,Don Valley North
1713686,STR-2207-JDCBHM,M6E,9,Davenport
1713687,STR-2207-FJLPHB,M3J,7,Humber River-Black Creek
1713688,STR-2207-FRSPHC,M8V,3,Etobicoke-Lakeshore
1713689,STR-2207-FYYPHD,M6E,9,Davenport
1713690,STR-2207-GHFPHF,M9W,1,Etobicoke North
1713691,STR-2207-GQLPHG,M6H,9,Davenport
1713692,STR-2207-GXSPHH,M5V,10,Spadina-Fort York
1713693,STR-2207-HFYPHJ,M4S,12,Toronto-St. Paul's
1713694,STR-2207-HPFPHK,M6H,9,Davenport
1713695,STR-2207-HWLPHL,M1N,20,Scarborough Southwest
1713696,STR-2208-FKCBHB,M1M,20,Scarborough Southwest
1713697,STR-2208-FZQBHD,M5A,13,Toronto Centre
1713698,STR-2208-GHWBHF,M1B,25,Scarborough-Rouge Park
1713699,STR-2208-GRCBHG,M9C,3,Etobicoke-Lakeshore
1713700,STR-2208-GYJBHH,M6P,4,Parkdale-High Park
1713701,STR-2208-HGQBHJ,M1J,21,Scarborough Centre
1713702,STR-2208-HPWBHK,M5V,10,Spadina-Fort York
1713703,STR-2208-HXCBHL,M4M,14,Toronto-Danforth
1713704,STR-2208-JFJBHM,M2J,17,Don Valley North
1713705,STR-2208-FKSPHB,M5V,10,Spadina-Fort York
1713706,STR-2208-FSYPHC,M3C,16,Don Valley East
1713707,STR-2208-GJLPHF,M4R,8,Eglinton-Lawrence
1713708,STR-2208-GYYPHH,M6G,11,University-Rosedale
1713709,STR-2208-HHFPHJ,M5R,11,University-Rosedale
1713710,STR-2208-JFYPHM,M4R,8,Eglinton-Lawrence
1713711,STR-2208-FLJBHB,M5V,10,Spadina-Fort York
1713712,STR-2208-FTQBHC,M5V,10,Spadina-Fort York
1713713,STR-2208-GBWBHD,M5V,10,Spadina-Fort York
1713714,STR-2208-HHWBHJ,M5V,10,Spadina-Fort York
1713715,STR-2208-HRCBHK,M9M,7,Humber River-Black Creek
1713716,STR-2208-GCMVHF,M4Y,13,Toronto Centre
1713717,STR-2208-GSZVHH,M5V,10,Spadina-Fort York
1713718,STR-2208-HBGVHJ,M6H,9,Davenport
1713719,STR-2208-HJMVHK,M5H,10,Spadina-Fort York
1713720,STR-2208-HRTVHL,M5T,10,Spadina-Fort York
1713721,STR-2208-FFKHHB,M5V,10,Spadina-Fort York
1713722,STR-2208-FVXHHD,M5V,10,Spadina-Fort York
1713723,STR-2208-GDDHHF,M6H,9,Davenport
1713724,STR-2208-GLKHHG,M3C,16,Don Valley East
1713725,STR-2208-GTRHHH,M5T,10,Spadina-Fort York
1713726,STR-2208-HBXHHJ,M6J,10,Spadina-Fort York
1713727,STR-2208-HKDHHK,M4X,13,Toronto Centre
1713728,STR-2208-HSKHHL,M1K,20,Scarborough Southwest
1713729,STR-2208-HZRHHM,M5V,10,Spadina-Fort York
1713730,STR-2208-FFZVHB,M2K,17,Don Valley North
1713731,STR-2208-FPGVHC,M4E,19,Beaches-East York
1713732,STR-2208-FWMVHD,M4C,19,Beaches-East York
1713733,STR-2208-GDTVHF,M4K,14,Toronto-Danforth
1713734,STR-2208-GLZVHG,M9R,1,Etobicoke North
1713735,STR-2208-GVGVHH,M5V,10,Spadina-Fort York
1713736,STR-2208-HKTVHK,M6P,9,Davenport
1713737,STR-2208-HSZVHL,M5V,10,Spadina-Fort York
1713738,STR-2208-JBGVHM,M1E,24,Scarborough-Guildwood
1713739,STR-2208-FGRHHB,M5V,10,Spadina-Fort York
1713740,STR-2208-FPXHHC,M5A,13,Toronto Centre
1713741,STR-2208-FXDHHD,M6M,5,York South-Weston
1713742,STR-2208-GFKHHF,M5V,10,Spadina-Fort York
1713743,STR-2208-GMRHHG,M4Y,13,Toronto Centre
1713744,STR-2208-HDDHHJ,M5R,11,University-Rosedale
1713745,STR-2208-HLKHHK,M6R,4,Parkdale-High Park
1713746,STR-2208-HTRHHL,M1C,25,Scarborough-Rouge Park
1713747,STR-2208-JBXHHM,M1R,21,Scarborough Centre
1713748,STR-2208-FHGVHB,M5A,13,Toronto Centre
1713749,STR-2208-FQMVHC,M5P,12,Toronto-St. Paul's
1713750,STR-2208-FXTVHD,M4J,14,Toronto-Danforth
1713751,STR-2208-GFZVHF,M6N,5,York South-Weston
1713752,STR-2208-GPGVHG,M5A,13,Toronto Centre
1713753,STR-2208-GWMVHH,M5T,10,Spadina-Fort York
1713754,STR-2208-HDTVHJ,M5V,10,Spadina-Fort York
1713755,STR-2208-HLZVHK,M4X,13,Toronto Centre
1713756,STR-2208-JCMVHM,M5C,13,Toronto Centre
1713757,STR-2208-FRDHHC,M2N,18,Willowdale
1713758,STR-2208-FYKHHD,M8V,3,Etobicoke-Lakeshore
1713759,STR-2208-GGRHHF,M9C,2,Etobicoke Centre
1713760,STR-2208-GPXHHG,M6R,4,Parkdale-High Park
1713761,STR-2208-HFKHHJ,M5J,10,Spadina-Fort York
1713762,STR-2208-HMRHHK,M5V,10,Spadina-Fort York
1713763,STR-2208-HVXHHL,M5V,10,Spadina-Fort York
1713764,STR-2208-FJMVHB,M5V,10,Spadina-Fort York
1713765,STR-2208-FRTVHC,M6K,10,Spadina-Fort York
1713766,STR-2208-FYZVHD,M4L,14,Toronto-Danforth
1713767,STR-2208-GHGVHF,M6K,10,Spadina-Fort York
1713768,STR-2208-GQMVHG,M5T,10,Spadina-Fort York
1713769,STR-2208-GXTVHH,M5V,10,Spadina-Fort York
1713770,STR-2208-HFZVHJ,M5V,10,Spadina-Fort York
1713771,STR-2208-HPGVHK,M5R,11,University-Rosedale
1713772,STR-2208-HWMVHL,M5J,10,Spadina-Fort York
1713773,STR-2208-JDTVHM,M8Z,3,Etobicoke-Lakeshore
1713774,STR-2208-FKDHHB,M5J,10,Spadina-Fort York
1713775,STR-2208-FSKHHC,M6N,5,York South-Weston
1713776,STR-2208-FZRHHD,M1L,20,Scarborough Southwest
1713777,STR-2208-GHXHHF,M6P,4,Parkdale-High Park
1713778,STR-2208-GRDHHG,M3H,6,York Centre
1713779,STR-2208-GYKHHH,M2N,18,Willowdale
1713780,STR-2208-HGRHHJ,M5S,13,Toronto Centre
1713781,STR-2208-HPXHHK,M5R,11,University-Rosedale
1713782,STR-2208-JFKHHM,M6K,10,Spadina-Fort York
1713783,STR-2208-FKTVHB,M1N,20,Scarborough Southwest
1713784,STR-2208-GBGVHD,M6C,9,Davenport
1713785,STR-2208-GJMVHF,M1P,21,Scarborough Centre
1713786,STR-2208-GRTVHG,M6N,9,Davenport
1713787,STR-2208-GYZVHH,M6S,4,Parkdale-High Park
1713788,STR-2208-HHGVHJ,M5S,11,University-Rosedale
1713789,STR-2208-FLKHHB,M6H,9,Davenport
1713790,STR-2208-FTRHHC,M4J,14,Toronto-Danforth
1713791,STR-2208-GBXHHD,M6L,5,York South-Weston
1713792,STR-2208-GSKHHG,M5A,13,Toronto Centre
1713793,STR-2208-HHXHHJ,M5B,13,Toronto Centre
1713794,STR-2208-HRDHHK,M2P,15,Don Valley West
1713795,STR-2208-GCQBHF,M6K,10,Spadina-Fort York
1713796,STR-2208-GKWBHG,M4G,15,Don Valley West
1713797,STR-2208-GTCBHH,M5J,10,Spadina-Fort York
1713798,STR-2208-HBJBHJ,M8V,3,Etobicoke-Lakeshore
1713799,STR-2208-HJQBHK,M6P,4,Parkdale-High Park
1713800,STR-2208-HRWBHL,M6G,12,Toronto-St. Paul's
1713801,STR-2208-FMSPHC,M5V,10,Spadina-Fort York
1713802,STR-2208-FVYPHD,M6K,10,Spadina-Fort York
1713803,STR-2208-GDFPHF,M5V,10,Spadina-Fort York
1713804,STR-2208-GTSPHH,M4R,8,Eglinton-Lawrence
1713805,STR-2208-HKFPHK,M2J,17,Don Valley North
1713806,STR-2208-HSLPHL,M8Y,3,Etobicoke-Lakeshore
1713807,STR-2208-HZSPHM,M5R,12,Toronto-St. Paul's
1713808,STR-2208-FGCBHB,M5V,10,Spadina-Fort York
1713809,STR-2208-FPJBHC,M5R,11,University-Rosedale
1713810,STR-2208-GDWBHF,M4Y,13,Toronto Centre
1713811,STR-2208-GMCBHG,M8W,3,Etobicoke-Lakeshore
1713812,STR-2208-GVJBHH,M6E,8,Eglinton-Lawrence
1713813,STR-2208-HCQBHJ,M4P,12,Toronto-St. Paul's
1713814,STR-2208-HKWBHK,M1R,21,Scarborough Centre
1713815,STR-2208-HTCBHL,M6H,9,Davenport
1713816,STR-2208-JBJBHM,M2N,18,Willowdale
1713817,STR-2208-FPYPHC,M4L,19,Beaches-East York
1713818,STR-2208-FXFPHD,M5V,10,Spadina-Fort York
1713819,STR-2208-GFLPHF,M8V,3,Etobicoke-Lakeshore
1713820,STR-2208-GMSPHG,M6M,5,York South-Weston
1713821,STR-2208-HDFPHJ,M2K,17,Don Valley North
1713822,STR-2208-HLLPHK,M6S,4,Parkdale-High Park
1713823,STR-2208-HTSPHL,M3C,16,Don Valley East
1713824,STR-2208-JBYPHM,M6G,11,University-Rosedale
1713825,STR-2208-FHJBHB,M3H,6,York Centre
1713826,STR-2208-FQQBHC,M6A,8,Eglinton-Lawrence
1713827,STR-2208-FXWBHD,M6G,11,University-Rosedale
1713828,STR-2208-GGCBHF,M6J,9,Davenport
1713829,STR-2208-HPKHHK,M9N,5,York South-Weston
1713830,STR-2208-GPJBHG,M5G,11,University-Rosedale
1713831,STR-2208-HDWBHJ,M2K,17,Don Valley North
1713832,STR-2208-HMCBHK,M8V,3,Etobicoke-Lakeshore
1713833,STR-2208-HVJBHL,M5V,10,Spadina-Fort York
1713834,STR-2208-JCQBHM,M3K,6,York Centre
1713835,STR-2208-FHYPHB,M5V,10,Spadina-Fort York
1713836,STR-2208-FRFPHC,M8V,3,Etobicoke-Lakeshore
1713837,STR-2208-FYLPHD,M5R,11,University-Rosedale
1713838,STR-2208-GGSPHF,M1B,25,Scarborough-Rouge Park
1713839,STR-2208-GXFPHH,M2N,18,Willowdale
1713840,STR-2208-HMSPHK,M3N,7,Humber River-Black Creek
1713841,STR-2208-HVYPHL,M2N,18,Willowdale
1713842,STR-2208-JDFPHM,M5V,10,Spadina-Fort York
1713843,STR-2208-FJQBHB,M5B,13,Toronto Centre
1713844,STR-2208-FRWBHC,M5J,10,Spadina-Fort York
1713845,STR-2208-FZCBHD,M5S,11,University-Rosedale
1713846,STR-2208-GQQBHG,M2R,6,York Centre
1713847,STR-2208-GXWBHH,M9N,5,York South-Weston
1713848,STR-2208-HPJBHK,M4Y,13,Toronto Centre
1713849,STR-2208-HWQBHL,M4Y,13,Toronto Centre
1713850,STR-2208-JDWBHM,M4W,11,University-Rosedale
1713851,STR-2208-FKFPHB,M9M,7,Humber River-Black Creek
1713852,STR-2208-FZSPHD,M5A,13,Toronto Centre
1713853,STR-2208-GYLPHH,M2J,17,Don Valley North
1713854,STR-2208-HGSPHJ,M9R,1,Etobicoke North
1713855,STR-2208-JFLPHM,M5A,13,Toronto Centre
1713856,STR-2208-FKWBHB,M5V,10,Spadina-Fort York
1713857,STR-2208-FTCBHC,M6G,11,University-Rosedale
1713858,STR-2208-GBJBHD,M8V,3,Etobicoke-Lakeshore
1713859,STR-2208-GJQBHF,M5V,10,Spadina-Fort York
1713860,STR-2208-GRWBHG,M4X,13,Toronto Centre
1713861,STR-2208-GZCBHH,M1L,20,Scarborough Southwest
1713862,STR-2208-HQQBHK,M4P,15,Don Valley West
1713863,STR-2208-HXWBHL,M4Y,13,Toronto Centre
1713864,STR-2208-JGCBHM,M4Y,13,Toronto Centre
1713865,STR-2208-FTSPHC,M6C,12,Toronto-St. Paul's
1713866,STR-2208-GBYPHD,M1C,25,Scarborough-Rouge Park
1713867,STR-2208-GKFPHF,M9N,5,York South-Weston
1713868,STR-2208-GSLPHG,M5A,10,Spadina-Fort York
1713869,STR-2208-HHYPHJ,M1P,21,Scarborough Centre
1713870,STR-2208-JGSPHM,M4Y,13,Toronto Centre
1713871,STR-2208-FDXHHB,M5A,10,Spadina-Fort York
1713872,STR-2208-GKXHHG,M5B,13,Toronto Centre
1713873,STR-2208-GTDHHH,M2J,17,Don Valley North
1713874,STR-2208-HBKHHJ,M4L,14,Toronto-Danforth
1713875,STR-2208-HJRHHK,M5B,13,Toronto Centre
1713876,STR-2208-HRXHHL,M6K,10,Spadina-Fort York
1713877,STR-2208-HZDHHM,M8V,3,Etobicoke-Lakeshore
1713878,STR-2208-FFMVHB,M9W,1,Etobicoke North
1713879,STR-2208-FMTVHC,M6E,9,Davenport
1713880,STR-2208-FVZVHD,M9C,2,Etobicoke Centre
1713881,STR-2208-GDGVHF,M5B,13,Toronto Centre
1713882,STR-2208-HBZVHJ,M6K,4,Parkdale-High Park
1713883,STR-2208-HKGVHK,M4E,19,Beaches-East York
1713884,STR-2208-FGDHHB,M6K,10,Spadina-Fort York
1713885,STR-2208-FWRHHD,M3K,6,York Centre
1713886,STR-2208-GDXHHF,M6J,10,Spadina-Fort York
1713887,STR-2208-GMDHHG,M5V,10,Spadina-Fort York
1713888,STR-2208-GVKHHH,M5A,13,Toronto Centre
1713889,STR-2208-HCRHHJ,M6N,5,York South-Weston
1713890,STR-2208-HKXHHK,M4T,11,University-Rosedale
1713891,STR-2208-FGTVHB,M6M,5,York South-Weston
1713892,STR-2208-FXGVHD,M6P,4,Parkdale-High Park
1713893,STR-2208-GFMVHF,M5V,10,Spadina-Fort York
1713894,STR-2208-GMTVHG,M9C,2,Etobicoke Centre
1713895,STR-2208-GVZVHH,M2M,18,Willowdale
1713896,STR-2208-HDGVHJ,M5V,10,Spadina-Fort York
1713897,STR-2208-HTTVHL,M5J,10,Spadina-Fort York
1713898,STR-2208-JBZVHM,M5V,10,Spadina-Fort York
1713899,STR-2208-FHKHHB,M5A,13,Toronto Centre
1713900,STR-2208-FQRHHC,M5V,10,Spadina-Fort York
1713901,STR-2208-FXXHHD,M5V,10,Spadina-Fort York
1713902,STR-2208-GGDHHF,M2N,18,Willowdale
1713903,STR-2208-GWRHHH,M6J,11,University-Rosedale
1713904,STR-2208-HDXHHJ,M6J,11,University-Rosedale
1713905,STR-2208-HMDHHK,M4M,14,Toronto-Danforth
1713906,STR-2208-HVKHHL,M6K,10,Spadina-Fort York
1713907,STR-2208-JCRHHM,M2M,18,Willowdale
1713908,STR-2208-FHZVHB,M5V,10,Spadina-Fort York
1713909,STR-2208-FRGVHC,M5V,10,Spadina-Fort York
1713910,STR-2208-GGTVHF,M5M,8,Eglinton-Lawrence
1713911,STR-2208-GPZVHG,M5B,13,Toronto Centre
1713912,STR-2208-GXGVHH,M4E,19,Beaches-East York
1713913,STR-2208-HFMVHJ,M6H,9,Davenport
1713914,STR-2208-HMTVHK,M5V,10,Spadina-Fort York
1713915,STR-2208-HVZVHL,M5G,10,Spadina-Fort York
1713916,STR-2208-JDGVHM,M6L,5,York South-Weston
1713917,STR-2208-FJRHHB,M6N,9,Davenport
1713918,STR-2208-FRXHHC,M6K,4,Parkdale-High Park
1713919,STR-2208-FZDHHD,M4C,19,Beaches-East York
1713920,STR-2208-GHKHHF,M1K,20,Scarborough Southwest
1713921,STR-2208-GQRHHG,M5J,10,Spadina-Fort York
1713922,STR-2208-GXXHHH,M8V,3,Etobicoke-Lakeshore
1713923,STR-2208-HGDHHJ,M5J,10,Spadina-Fort York
1713924,STR-2208-HWRHHL,M2N,18,Willowdale
1713925,STR-2208-JDXHHM,M6J,10,Spadina-Fort York
1713926,STR-2208-FKGVHB,M5B,13,Toronto Centre
1713927,STR-2208-FZTVHD,M9P,2,Etobicoke Centre
1713928,STR-2208-GRGVHG,M6L,5,York South-Weston
1713929,STR-2208-GYMVHH,M3A,16,Don Valley East
1713930,STR-2208-HGTVHJ,M1J,21,Scarborough Centre
1713931,STR-2208-HPZVHK,M5R,11,University-Rosedale
1713932,STR-2208-HXGVHL,M5R,11,University-Rosedale
1713933,STR-2208-JFMVHM,M4T,12,Toronto-St. Paul's
1713934,STR-2208-FKXHHB,M1G,24,Scarborough-Guildwood
1713935,STR-2208-FTDHHC,M1N,20,Scarborough Southwest
1713936,STR-2208-GBKHHD,M5J,10,Spadina-Fort York
1713937,STR-2208-GJRHHF,M2M,18,Willowdale
1713938,STR-2208-GRXHHG,M4H,15,Don Valley West
1713939,STR-2208-GZDHHH,M4W,11,University-Rosedale
1713940,STR-2208-HHKHHJ,M5G,11,University-Rosedale
1713941,STR-2208-HXXHHL,M6P,4,Parkdale-High Park
1713942,STR-2208-JGDHHM,M4M,14,Toronto-Danforth
1713943,STR-2208-FLMVHB,M6K,10,Spadina-Fort York
1713944,STR-2208-FTTVHC,M5B,13,Toronto Centre
1713945,STR-2208-GBZVHD,M5B,13,Toronto Centre
1713946,STR-2208-GSMVHG,M9R,1,Etobicoke North
1713947,STR-2208-GZTVHH,M6G,11,University-Rosedale
1713948,STR-2208-HHZVHJ,M2K,17,Don Valley North
1713949,STR-2208-HRGVHK,M4C,19,Beaches-East York
1713950,STR-2208-JGTVHM,M4M,14,Toronto-Danforth
1713951,STR-2208-FDYPHB,M4B,19,Beaches-East York
1713952,STR-2208-GCSPHF,M6R,9,Davenport
1713953,STR-2208-GKYPHG,M4B,19,Beaches-East York
1713954,STR-2208-GTFPHH,M5V,10,Spadina-Fort York
1713955,STR-2208-HBLPHJ,M5J,10,Spadina-Fort York
1713956,STR-2208-HJSPHK,M5A,13,Toronto Centre
1713957,STR-2208-HRYPHL,M4Y,13,Toronto Centre
1713958,STR-2208-HZFPHM,M6R,4,Parkdale-High Park
1713959,STR-2208-FFQBHB,M5V,10,Spadina-Fort York
1713960,STR-2208-FWCBHD,M6P,4,Parkdale-High Park
1713961,STR-2208-GDJBHF,M4K,14,Toronto-Danforth
1713962,STR-2208-GLQBHG,M6J,11,University-Rosedale
1713963,STR-2208-GTWBHH,M1W,22,Scarborough-Agincourt
1713964,STR-2208-HCCBHJ,M5V,10,Spadina-Fort York
1713965,STR-2208-HKJBHK,M1W,22,Scarborough-Agincourt
1713966,STR-2208-HSQBHL,M9B,2,Etobicoke Centre
1713967,STR-2208-FGFPHB,M5V,10,Spadina-Fort York
1713968,STR-2208-FPLPHC,M5R,11,University-Rosedale
1713969,STR-2208-FWSPHD,M5V,10,Spadina-Fort York
1713970,STR-2208-GDYPHF,M3K,6,York Centre
1713971,STR-2208-GVLPHH,M6N,5,York South-Weston
1713972,STR-2208-HCSPHJ,M5V,10,Spadina-Fort York
1713973,STR-2208-HKYPHK,M5J,10,Spadina-Fort York
1713974,STR-2208-HTFPHL,M6M,5,York South-Weston
1713975,STR-2208-JBLPHM,M9R,2,Etobicoke Centre
1713976,STR-2208-FQCBHC,M8Y,3,Etobicoke-Lakeshore
1713977,STR-2208-FXJBHD,M8V,3,Etobicoke-Lakeshore
1713978,STR-2208-GFQBHF,M2K,17,Don Valley North
1713979,STR-2208-GMWBHG,M5J,10,Spadina-Fort York
1713980,STR-2208-GWCBHH,M4J,14,Toronto-Danforth
1713981,STR-2208-HDJBHJ,M5V,10,Spadina-Fort York
1713982,STR-2208-HLQBHK,M2N,18,Willowdale
1713983,STR-2208-HTWBHL,M6N,5,York South-Weston
1713984,STR-2208-JCCBHM,M8W,3,Etobicoke-Lakeshore
1713985,STR-2208-FHLPHB,M6J,9,Davenport
1713986,STR-2208-FQSPHC,M5A,13,Toronto Centre
1713987,STR-2208-FXYPHD,M4C,19,Beaches-East York
1713988,STR-2208-GGFPHF,M1E,25,Scarborough-Rouge Park
1713989,STR-2208-GWSPHH,M5A,13,Toronto Centre
1713990,STR-2208-HDYPHJ,M9A,2,Etobicoke Centre
1713991,STR-2208-JCSPHM,M5A,13,Toronto Centre
1713992,STR-2208-FJCBHB,M5V,10,Spadina-Fort York
1713993,STR-2208-FRJBHC,M5A,13,Toronto Centre
1713994,STR-2208-FYQBHD,M5J,10,Spadina-Fort York
1713995,STR-2208-GGWBHF,M4J,14,Toronto-Danforth
1713996,STR-2208-GQCBHG,M5V,10,Spadina-Fort York
1713997,STR-2208-HMWBHK,M8V,3,Etobicoke-Lakeshore
1713998,STR-2208-HWCBHL,M8W,3,Etobicoke-Lakeshore
1713999,STR-2208-JDJBHM,M9R,2,Etobicoke Centre
1714000,STR-2208-FJSPHB,M1T,22,Scarborough-Agincourt
1714001,STR-2208-FRYPHC,M5V,10,Spadina-Fort York
1714002,STR-2208-FZFPHD,M5E,13,Toronto Centre
1714003,STR-2208-GHLPHF,M5V,10,Spadina-Fort York
1714004,STR-2208-GXYPHH,M5R,11,University-Rosedale
1714005,STR-2208-HPLPHK,M4L,14,Toronto-Danforth
1714006,STR-2208-HWSPHL,M5P,12,Toronto-St. Paul's
1714007,STR-2208-JDYPHM,M1M,20,Scarborough Southwest
1714008,STR-2208-FKJBHB,M2R,18,Willowdale
1714009,STR-2208-FSQBHC,M3J,7,Humber River-Black Creek
1714010,STR-2208-FZWBHD,M6H,9,Davenport
1714011,STR-2208-GJCBHF,M9V,1,Etobicoke North
1714012,STR-2208-GRJBHG,M6J,10,Spadina-Fort York
1714013,STR-2208-GYQBHH,M2M,18,Willowdale
1714014,STR-2208-HXJBHL,M5T,10,Spadina-Fort York
1714015,STR-2208-JFQBHM,M5S,13,Toronto Centre
1714016,STR-2208-FKYPHB,M6R,4,Parkdale-High Park
1714017,STR-2208-FTFPHC,M1K,21,Scarborough Centre
1714018,STR-2208-GJSPHF,M5J,10,Spadina-Fort York
1714019,STR-2208-GZFPHH,M5V,10,Spadina-Fort York
1714020,STR-2208-HHLPHJ,M6A,8,Eglinton-Lawrence
1714021,STR-2208-HQSPHK,M9W,1,Etobicoke North
1714022,STR-2208-HXYPHL,M6H,9,Davenport
1714023,STR-2208-JGFPHM,M1W,22,Scarborough-Agincourt
1714024,STR-2208-FLQBHB,M4L,19,Beaches-East York
1714025,STR-2208-FTWBHC,M2N,18,Willowdale
1714026,STR-2208-GCCBHD,M1K,20,Scarborough Southwest
1714027,STR-2208-GKJBHF,M6C,9,Davenport
1714028,STR-2208-GZWBHH,M4Y,13,Toronto Centre
1714029,STR-2208-HJCBHJ,M6A,8,Eglinton-Lawrence
1714030,STR-2208-HRJBHK,M1G,24,Scarborough-Guildwood
1714031,STR-2208-HYQBHL,M3J,7,Humber River-Black Creek
1714032,STR-2208-JGWBHM,M4W,11,University-Rosedale
1714033,STR-2208-FDZVHB,M4E,19,Beaches-East York
1714034,STR-2208-FMGVHC,M3J,7,Humber River-Black Creek
1714035,STR-2208-FVMVHD,M2H,17,Don Valley North
1714036,STR-2208-GCTVHF,M5S,11,University-Rosedale
1714037,STR-2208-GKZVHG,M3B,15,Don Valley West
1714038,STR-2208-GTGVHH,M5V,10,Spadina-Fort York
1714039,STR-2208-HRZVHL,M3J,6,York Centre
1714040,STR-2208-HZGVHM,M6J,10,Spadina-Fort York
1714041,STR-2208-FFRHHB,M5V,10,Spadina-Fort York
1714042,STR-2208-FMXHHC,M3C,16,Don Valley East
1714043,STR-2208-FWDHHD,M2M,18,Willowdale
1714044,STR-2208-GDKHHF,M5V,10,Spadina-Fort York
1714045,STR-2208-GTXHHH,M6S,4,Parkdale-High Park
1714046,STR-2208-HCDHHJ,M5V,10,Spadina-Fort York
1714047,STR-2208-HSRHHL,M1W,22,Scarborough-Agincourt
1714048,STR-2208-HZXHHM,M6N,5,York South-Weston
1714049,STR-2208-FWTVHD,M6J,10,Spadina-Fort York
1714050,STR-2208-GDZVHF,M5V,10,Spadina-Fort York
1714051,STR-2208-GMGVHG,M6R,4,Parkdale-High Park
1714052,STR-2208-GVMVHH,M1K,20,Scarborough Southwest
1714053,STR-2208-HCTVHJ,M6G,11,University-Rosedale
1714054,STR-2208-HKZVHK,M4Y,13,Toronto Centre
1714055,STR-2208-HTGVHL,M5V,10,Spadina-Fort York
1714056,STR-2208-JBMVHM,M5J,10,Spadina-Fort York
1714057,STR-2208-FQDHHC,M3J,7,Humber River-Black Creek
1714058,STR-2208-FXKHHD,M1L,20,Scarborough Southwest
1714059,STR-2208-GFRHHF,M1T,22,Scarborough-Agincourt
1714060,STR-2208-GMXHHG,M6M,5,York South-Weston
